feature,coef_judge,se_robust_judge,t_robust_judge,coef_fan,se_robust_fan,t_robust_fan,direction_same,diff,diff_se,diff_t,diff_p
celebrity_homecountry/region_Cuba,-0.1770168016381592,4.119451925910068,-0.0429709594436043,0.05723719240248948,5.825784783165985,0.009824803787445147,False,-0.23425399404064867,7.135100035013701,-0.032831213702836176,0.9738091866884098
ballroom_partner_Allison Holker,-0.17839960629078322,0.7723972361081378,-0.23096872690751935,-0.23868178160239606,2.5226388096012804,-0.09461591595830608,True,0.06028217531161284,2.63823881672112,0.022849400490033454,0.9817704024031404
celebrity_homestate_Nebraska,-0.18234676403567596,,,0.5615625968448953,,,False,-0.7439093608805712,,,
ballroom_partner_Nick Kosovich,-0.1828178481171387,1.2192513555835904,-0.1499427064648483,-1.1316538207554925,3.8748380835520306,-0.2920518990352534,True,0.9488359726383537,4.062135404173229,0.2335805871127704,0.8153106001213615
celebrity_homestate_Missouri,-0.1856533392818834,,,-0.3508501769513043,,,True,0.16519683766942092,,,
ballroom_partner_Britt Stewart,-0.1859009702618975,0.6047748214713392,-0.30738873984473164,-0.9422182860050701,,,True,0.7563173157431726,,,
ballroom_partner_Fabian Sanchez,-0.1873191620304188,0.16351006976930454,-1.1456123913022993,-0.40665169252104527,,,True,0.21933253049062648,,,
celebrity_industry_Producer,-0.18843265979348212,7.9085500691400705,-0.0238264483560349,0.5502931697061344,88776.8436979084,6.1986115611260395e-06,False,-0.7387258294996165,88776.84405016899,-8.321154433943974e-06,0.9999933606793492
ballroom_partner_Tyne Stecklein,-0.18896144702855455,0.4017669094664964,-0.47032605865792976,-4.518315510437914,3.2105885536773258,-1.4073168937398568,True,4.329354063409359,3.2356290749321253,1.3380254544474253,0.18088813924103153
celebrity_homecountry/region_Russia,-0.1893564870600474,5.449522666922058,-0.03474735286622777,-0.5622719916126084,18.42274907275468,-0.030520525975363248,True,0.37291550455256106,19.211844801969974,0.019410707737672464,0.9845134684790968
celebrity_homestate_Kentucky,-0.19336775607756146,0.0,,0.3370013795906385,,,False,-0.5303691356681999,,,
celebrity_homestate_New Hamshire,-0.19548556418778953,0.0,,-0.7215864972438927,,,True,0.5261009330561032,,,
celebrity_homestate_Iowa,-0.19551342487944187,,,0.1219289901547187,,,False,-0.3174424150341606,,,
ballroom_partner_Julianne Hough,-0.19743501573072916,0.8485177338037859,-0.23268225031155884,-0.6862063564321559,2.807144192651986,-0.24444998522996353,True,0.4887713407014267,2.9325826267846713,0.16666924786270151,0.8676303036885593
ballroom_partner_Inna Brayer,-0.2058205307915627,0.30372246098318595,-0.677659894251143,-11.246471503494721,1.7199212839467313,-6.538945478764738,True,11.040650972703158,1.7465327240789552,6.321468141128311,2.5908963863230383e-10
ballroom_partner_Jonathan Roberts,-0.2078085312023305,0.3406901855620564,-0.6099633626354592,-2.162669114603977,1.5270928544026603,-1.4162001402658189,True,1.9548605834016466,1.564634905818598,1.2494036635203962,0.21151746915758185
celebrity_homecountry/region_Czechoslovakia,-0.20794887608100843,2.9128923915829925,-0.07138913771133164,-1.3659506625981437,8.238903851820137,-0.16579276650939168,True,1.1580017865171353,8.738677174748977,0.13251454005684785,0.8945773231409493
celebrity_homestate_Minnesota,-0.220368159605822,,,0.38552876157835614,,,False,-0.6058969211841781,,,
celebrity_homecountry/region_France,-0.22762994355023478,2.7414359673586057,-0.0830331061022585,-0.03495673193263582,11.421732992676048,-0.003060545361640927,True,-0.19267321161759896,11.746125136363565,-0.016403129490007107,0.9869127831139295
celebrity_homestate_Delaware,-0.23490838756701266,0.0,,-0.09054731584549425,,,True,-0.1443610717215184,,,
celebrity_homecountry/region_England,-0.23539902566306892,4.119451925910068,-0.05714328748018212,0.1332114485082201,0.0,,False,-0.368610474171289,4.119451925910068,-0.08948046507178395,0.9287000779144181
celebrity_homecountry/region_Germany,-0.2406148056748189,2.9128923915829925,-0.0826033966685801,0.5014953367482504,8.238903851820137,0.06086918184358471,False,-0.7421101424230694,8.738677174748977,-0.08492248055202782,0.9323230194487209
ballroom_partner_Edyta Sliwinska,-0.2543379851448897,0.6212226075018992,-0.40941521134855374,-1.43872286629763,2.4467713612252306,-0.5880087077597572,True,1.1843848811527402,2.52440242873109,0.4691743549573751,0.638945014603538
ballroom_partner_Koko Iwasaki,-0.25721139494775275,,,-0.10520961670717288,0.5537010216972437,-0.1900115993730279,True,-0.15200177824057987,,,
celebrity_homecountry/region_Taiwan China,-0.26949591312651106,4.60568726818867,-0.05851372388826971,-0.7084067792640053,17.078345475188286,-0.0414798248631983,True,0.43891086613749425,17.688477588029993,0.024813377180323903,0.9802038208973614
ballroom_partner_Lacey Schwimmer,-0.2903448283659238,0.5985883920111504,-0.4850492128496125,-0.9987256083547991,,,True,0.7083807799888753,,,
celebrity_homecountry/region_Chile,-0.29496755705908745,3.124259564790565,-0.0944119881661819,-0.5383694666157651,7.245728338171336,-0.07430163559673807,True,0.24340190955667768,7.8906005461412425,0.030847070274734545,0.9753915016125798
ballroom_partner_Chelsie Hightower,-0.29655039451122706,0.8070707996168817,-0.36744037159069587,-1.182460994482131,,,True,0.8859105999709038,,,
celebrity_homecountry/region_Australia,-0.29999223863034014,5.825784783165985,-0.05149387589757672,-0.8501267570173416,18.42274907275468,-0.046145488583709274,True,0.5501345183870014,19.321942235123565,0.028472009267627506,0.977285692344138
celebrity_industry_Sports Broadcaster,-0.3287557807537042,,,-0.37411541366074497,96201133.79546294,-3.888887780222701e-09,True,0.04535963290704076,,,
celebrity_homecountry/region_Poland,-0.384242759979885,4.912133350597687,-0.07822319398823568,-0.8427481721120422,10.451967725917898,-0.08063057542956885,True,0.45850541213215723,11.548709165862798,0.03970187538252917,0.9683308065183309
celebrity_homecountry/region_Italy,-0.3988183972706163,3.5675500175068504,-0.11179055523076503,-1.8382858711466947,13.026850797443014,-0.1411151397778751,True,1.4394674738760784,13.506526378986376,0.10657569781343781,0.9151255990910552
celebrity_homecountry/region_South Africa,-0.4121990217856916,1.6283563496803768,-0.25313809343182186,-2.921552481491271,,,True,2.5093534597055793,,,
celebrity_industry_Magician,-0.4162406334375577,22.7419472481056,-0.018302770158445007,-5.4284032011010614,255650.78342074296,-2.1233665426196432e-05,True,5.012162567663504,255650.78443227155,1.9605504355459367e-05,0.9999843570707689
celebrity_homecountry/region_Yugoslavia,-0.6017371684914239,0.0,,-4.511854409970126,,,True,3.910117241478702,,,
ballroom_partner_Elena Grinenko,-0.6017595203112726,0.7669302081357746,-0.7846340044083114,-2.795648215537531,2.6018693856904216,-1.0744767707836682,True,2.193888695226258,2.7125460815153417,0.8087931520045035,0.4186341358634098
ballroom_partner_Anna Demidova,-0.6279846335180239,0.6647412355773533,-0.9447053979923408,-0.29584147037660113,,,True,-0.3321431631414228,,,
intercept,-1.847070929367464,,,-0.45953354380495964,,,True,-1.3875373855625044,,,
